,target,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64
950,digit_3,0,1,10,16,15,1,0,0,0,3,15,10,16,4,0,0,0,0,1,11,15,0,0,0,0,0,12,16,15,3,0,0,0,0,0,1,11,15,1,0,0,8,3,0,3,16,7,0,0,13,15,6,8,16,6,0,0,0,12,16,16,7,0,0
951,digit_5,0,3,16,16,16,2,0,0,0,4,14,10,5,0,0,0,0,6,16,16,10,3,0,0,0,4,15,12,14,13,0,0,0,0,2,0,1,15,8,0,0,0,0,0,0,8,13,0,0,3,16,10,7,9,16,0,0,3,13,15,16,16,8,0
952,digit_1,0,0,10,9,0,0,0,0,0,0,8,16,2,0,0,0,0,0,8,16,6,0,0,0,0,0,5,16,13,1,0,0,0,0,1,5,14,6,0,0,0,0,0,0,8,11,0,0,0,0,8,12,9,16,6,4,0,0,7,16,16,16,16,14
953,digit_2,0,3,15,16,7,0,0,0,0,12,13,11,16,0,0,0,0,12,5,4,16,0,0,0,0,0,0,3,16,4,0,0,0,0,0,6,16,3,0,0,0,0,0,11,16,0,0,0,0,1,12,16,14,8,5,0,0,2,13,16,16,16,16,2
954,digit_7,0,0,7,16,16,16,8,0,0,0,10,12,10,16,2,0,0,0,13,6,7,13,0,0,0,0,10,1,13,5,0,0,0,0,9,10,16,8,3,0,0,1,12,15,16,16,5,0,0,0,1,16,2,3,0,0,0,0,9,14,0,0,0,0
955,digit_8,0,0,7,14,12,1,0,0,0,7,14,5,8,10,0,0,0,8,11,1,7,10,0,0,0,1,9,16,15,4,0,0,0,0,1,14,14,12,0,0,0,0,7,11,0,12,7,0,0,0,11,5,0,11,8,0,0,0,4,14,16,12,1,0
956,digit_2,0,1,13,16,7,0,0,0,0,5,16,12,15,3,0,0,0,0,9,6,15,9,0,0,0,0,0,0,14,10,0,0,0,0,0,0,14,11,0,0,0,0,0,8,16,4,1,0,0,0,9,16,16,6,16,5,0,0,8,12,13,16,16,11
957,digit_0,0,0,3,12,9,0,0,0,0,0,12,12,11,13,0,0,0,2,15,2,0,12,5,0,0,4,8,0,0,6,8,0,0,8,7,0,0,4,8,0,0,7,7,0,0,9,7,0,0,3,13,4,7,16,2,0,0,0,6,16,15,5,0,0
958,digit_1,0,0,8,6,0,0,0,0,0,0,6,14,0,0,0,0,0,0,6,16,3,0,0,0,0,0,10,16,9,0,0,0,0,0,1,6,16,2,0,0,0,0,0,0,13,7,0,0,0,0,4,8,14,14,8,4,0,0,9,16,16,16,16,13
959,digit_2,0,0,11,16,7,0,0,0,0,1,16,11,15,0,0,0,0,2,16,5,16,4,0,0,0,0,2,2,16,3,0,0,0,0,0,5,16,0,0,0,0,0,0,9,14,0,0,0,0,0,9,16,14,7,6,0,0,0,13,14,14,16,16,6
960,digit_6,0,0,2,12,9,0,0,0,0,0,12,10,1,0,0,0,0,4,14,0,0,0,0,0,0,8,9,0,0,0,0,0,0,8,9,5,11,8,0,0,0,4,16,14,6,12,5,0,0,0,13,7,0,10,8,0,0,0,3,14,16,16,5,0
961,digit_3,0,0,8,15,11,1,0,0,0,0,10,4,10,6,0,0,0,0,0,1,13,6,0,0,0,0,0,15,16,2,0,0,0,0,0,4,8,15,1,0,0,1,1,0,0,9,7,0,0,4,13,5,3,10,8,0,0,0,7,14,16,15,2,0
962,digit_3,0,0,8,12,13,5,0,0,0,4,13,4,9,11,0,0,0,0,0,6,13,4,0,0,0,0,0,10,15,4,0,0,0,0,0,0,4,15,2,0,0,7,8,0,0,12,7,0,0,8,9,1,3,16,3,0,0,0,10,16,16,6,0,0
963,digit_7,0,0,4,15,16,16,16,1,0,0,10,13,8,15,8,0,0,0,14,5,3,16,2,0,0,0,1,0,12,11,0,0,0,0,2,5,16,9,1,0,0,0,15,16,16,14,3,0,0,0,1,15,9,0,0,0,0,0,7,14,2,0,0,0
964,digit_3,0,0,1,14,16,8,0,0,0,0,2,10,5,14,0,0,0,0,0,2,7,15,0,0,0,0,0,6,16,10,0,0,0,0,0,0,3,14,4,0,0,0,13,0,0,4,12,0,0,0,13,6,4,8,13,0,0,0,0,12,16,15,6,0
965,digit_3,0,0,7,16,12,1,0,0,0,0,16,11,16,8,0,0,0,0,3,9,16,6,0,0,0,0,0,13,16,15,1,0,0,0,1,2,5,14,8,0,0,5,14,0,0,9,15,0,0,4,16,7,6,13,14,0,0,0,7,16,16,16,4,0
966,digit_4,0,0,0,0,10,0,0,0,0,0,0,10,8,0,8,0,0,0,4,13,2,2,14,0,0,2,14,12,7,8,10,0,0,9,16,16,16,16,7,0,0,0,0,0,5,15,1,0,0,0,0,0,8,12,0,0,0,0,0,0,16,8,0,0
967,digit_6,0,0,1,9,13,1,0,0,0,1,12,14,5,0,0,0,0,2,16,5,0,0,0,0,0,5,15,0,3,0,0,0,0,3,16,16,16,15,3,0,0,2,16,11,1,9,11,0,0,0,11,13,6,12,11,0,0,0,0,6,16,15,2,0
968,digit_6,0,0,2,14,10,0,0,0,0,0,12,10,0,0,0,0,0,2,15,2,0,0,0,0,0,7,12,1,4,6,0,0,0,7,16,16,15,15,8,0,0,0,16,13,0,4,12,0,0,0,10,12,4,8,15,0,0,0,2,11,16,15,5,0
969,digit_6,0,0,1,11,10,0,0,0,0,0,13,10,0,0,0,0,0,3,13,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,14,12,12,7,0,0,0,0,16,12,5,11,10,0,0,0,10,11,4,10,12,0,0,0,1,12,16,12,3,0
970,digit_4,0,0,0,3,16,2,0,0,0,0,0,10,13,3,8,0,0,0,1,16,5,9,16,0,0,2,12,14,5,15,9,0,0,12,16,16,16,16,7,0,0,5,5,6,14,16,0,0,0,0,0,1,13,12,0,0,0,0,0,3,16,4,0,0
971,digit_9,0,0,5,15,14,3,0,0,0,2,14,7,4,13,0,0,0,2,15,5,5,16,1,0,0,0,7,15,16,16,3,0,0,0,0,1,3,7,10,0,0,0,0,0,0,2,14,0,0,0,8,9,4,2,16,1,0,0,4,11,13,16,11,0
972,digit_1,0,0,5,15,2,0,0,0,0,0,1,16,8,0,0,0,0,0,0,14,12,0,0,0,0,0,2,16,16,3,0,0,0,0,2,9,14,6,0,0,0,0,0,0,6,13,0,0,0,0,2,10,12,16,4,4,0,0,4,15,16,16,16,16
973,digit_5,0,0,12,12,14,15,1,0,0,1,15,11,6,5,0,0,0,6,15,12,4,0,0,0,0,6,11,8,13,6,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,3,0,0,2,6,1,6,14,3,0,0,1,11,16,13,8,0,0
974,digit_0,0,0,8,14,11,2,0,0,0,6,16,7,6,13,1,0,0,8,11,0,0,10,4,0,0,7,8,0,0,5,7,0,0,8,4,0,0,7,8,0,0,2,10,0,0,7,10,0,0,0,14,3,4,15,3,0,0,0,5,16,16,7,0,0
975,digit_9,0,0,8,16,11,1,0,0,0,0,14,2,5,9,0,0,0,0,14,1,5,12,0,0,0,0,6,16,16,14,1,0,0,0,0,3,7,10,7,0,0,0,0,0,0,4,12,0,0,0,6,1,0,2,14,0,0,0,9,16,16,16,12,0
976,digit_5,0,0,12,9,9,8,1,0,0,2,15,8,8,8,2,0,0,8,12,8,5,0,0,0,0,8,15,9,14,9,0,0,0,2,1,0,1,14,3,0,0,0,0,0,0,6,11,0,0,1,8,4,5,14,9,0,0,1,11,16,12,7,0,0
977,digit_2,0,1,14,16,12,0,0,0,0,5,16,9,16,6,0,0,0,3,11,0,14,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,10,0,0,0,0,0,10,16,5,0,0,0,2,15,16,14,8,12,2,0,0,11,16,16,16,15,5
978,digit_8,0,0,5,12,16,15,2,0,0,6,15,9,10,15,4,0,0,3,14,3,1,14,4,0,0,0,10,16,15,13,1,0,0,0,6,15,15,10,0,0,0,0,15,3,2,15,3,0,0,0,16,8,1,14,4,0,0,0,4,15,16,11,2,0
979,digit_2,0,0,13,16,11,0,0,0,0,2,16,11,16,4,0,0,0,0,14,9,15,9,0,0,0,0,0,2,16,8,0,0,0,0,0,4,16,4,0,0,0,0,0,9,16,1,0,0,0,0,9,16,15,8,11,5,0,0,9,12,13,16,16,11
980,digit_0,0,0,10,10,12,7,0,0,0,0,15,13,5,12,5,0,0,4,13,4,0,2,8,0,0,8,4,0,0,3,8,0,0,8,4,0,0,7,5,0,0,6,6,0,0,11,2,0,0,1,13,3,3,12,0,0,0,0,7,15,16,7,0,0
981,digit_0,0,0,10,7,3,0,0,0,0,1,15,12,14,6,0,0,0,5,12,0,2,13,0,0,0,4,12,0,0,4,7,0,0,8,5,0,0,4,8,0,0,5,8,0,0,5,10,0,0,0,14,3,4,14,6,0,0,0,7,16,16,10,0,0
982,digit_1,0,0,8,11,0,0,0,0,0,0,7,16,3,0,0,0,0,0,6,16,10,0,0,0,0,0,10,16,15,1,0,0,0,0,0,2,16,2,0,0,0,0,0,0,15,9,0,0,0,0,6,12,16,15,8,5,0,0,4,15,16,16,16,16
983,digit_7,0,0,3,16,12,12,7,0,0,0,12,13,13,16,6,0,0,0,2,0,6,14,0,0,0,0,1,4,13,10,1,0,0,0,9,16,16,16,8,0,0,0,4,12,12,7,1,0,0,0,0,14,6,0,0,0,0,0,4,16,2,0,0,0
984,digit_6,0,0,1,12,9,0,0,0,0,0,11,10,2,0,0,0,0,4,14,0,0,0,0,0,0,5,9,0,0,0,0,0,0,8,10,11,16,14,1,0,0,2,16,10,3,7,11,0,0,0,13,8,1,8,12,0,0,0,2,12,16,15,5,0
985,digit_3,0,0,3,15,16,12,0,0,0,0,6,16,6,14,6,0,0,0,0,3,1,15,6,0,0,0,0,1,14,16,3,0,0,5,8,2,13,16,3,0,0,5,16,0,0,9,13,0,0,1,15,11,8,12,16,1,0,0,3,14,16,16,9,0
986,digit_2,0,3,15,15,3,0,0,0,0,8,14,12,10,0,0,0,0,5,11,6,14,0,0,0,0,0,0,7,14,0,0,0,0,0,0,10,12,0,0,0,0,0,0,15,9,0,0,0,0,1,11,16,12,8,5,0,0,5,16,16,16,16,16,0
987,digit_1,0,0,11,10,0,0,0,0,0,0,13,15,0,0,0,0,0,0,12,16,5,0,0,0,0,1,15,16,5,0,0,0,0,0,3,13,10,0,0,0,0,0,0,10,14,0,0,0,0,0,5,11,16,9,5,1,0,0,12,16,16,16,16,12
988,digit_4,0,0,0,4,15,2,0,0,0,0,0,13,13,0,0,0,0,0,3,16,6,0,10,1,0,0,12,12,1,7,15,1,0,5,16,3,0,14,10,0,2,16,13,8,8,16,3,0,8,16,16,16,16,13,0,0,0,0,0,7,16,6,0,0
989,digit_6,0,0,0,6,14,3,0,0,0,0,5,15,7,1,0,0,0,0,10,10,0,0,0,0,0,0,12,5,0,0,0,0,0,0,14,16,16,11,2,0,0,2,16,13,3,8,12,0,0,0,8,15,5,4,16,2,0,0,0,4,14,16,13,0
990,digit_3,0,0,6,14,13,3,0,0,0,0,12,2,3,14,0,0,0,0,0,0,8,13,0,0,0,0,0,12,16,3,0,0,0,0,0,0,8,13,1,0,0,1,7,0,0,7,11,0,0,3,13,2,0,7,13,0,0,0,5,14,14,15,6,0
991,digit_1,0,0,10,13,1,0,0,0,0,0,7,16,5,0,0,0,0,0,6,16,6,0,0,0,0,0,6,16,13,0,0,0,0,0,0,6,16,2,0,0,0,0,0,3,16,8,0,0,0,0,7,11,16,14,9,4,0,0,6,15,13,14,16,15
992,digit_3,0,0,2,15,16,9,0,0,0,0,3,13,11,16,0,0,0,0,0,2,13,12,0,0,0,0,0,9,16,11,0,0,0,3,3,1,6,15,8,0,0,11,13,0,0,10,12,0,0,3,16,12,7,16,8,0,0,0,3,15,16,10,0,0
993,digit_9,0,0,3,13,13,3,0,0,0,0,12,7,3,13,0,0,0,0,16,0,5,12,0,0,0,0,10,13,14,16,2,0,0,0,1,7,6,13,4,0,0,1,4,0,0,5,11,0,0,2,14,6,2,9,11,0,0,0,4,10,16,16,4,0
994,digit_1,0,0,2,13,1,0,0,0,0,0,0,15,6,0,0,0,0,0,0,15,10,0,0,0,0,0,0,13,16,1,0,0,0,0,0,6,15,6,0,0,0,0,0,0,12,9,0,0,0,0,5,12,14,16,9,2,0,0,2,12,12,12,13,8
995,digit_7,0,0,4,15,14,12,11,0,0,0,7,15,13,16,10,0,0,0,10,7,6,16,2,0,0,0,7,1,12,12,0,0,0,0,5,8,16,12,1,0,0,4,16,16,16,14,2,0,0,0,0,15,9,1,0,0,0,0,5,15,2,0,0,0
996,digit_6,0,0,0,5,12,12,0,0,0,0,5,16,6,1,0,0,0,0,15,5,0,0,0,0,0,5,13,2,7,4,0,0,0,7,15,16,13,15,3,0,0,3,16,9,0,1,12,0,0,0,10,12,2,6,13,0,0,0,0,8,15,16,5,0
997,digit_8,0,0,3,11,16,15,0,0,0,0,15,16,5,13,0,0,0,2,16,9,0,12,0,0,0,1,9,15,10,10,0,0,0,0,0,6,16,12,1,0,0,0,2,14,2,16,5,0,0,0,8,10,1,14,4,0,0,0,3,15,16,9,0,0
998,digit_4,0,0,0,1,15,3,0,0,0,0,0,8,13,0,9,7,0,0,2,15,4,0,15,5,0,2,13,14,11,10,15,0,0,11,15,13,16,16,10,0,0,0,0,0,3,16,5,0,0,0,0,0,9,14,0,0,0,0,0,2,16,6,0,0
999,digit_3,0,0,9,15,14,2,0,0,0,0,9,3,9,8,0,0,0,0,0,0,6,10,0,0,0,0,0,10,15,2,0,0,0,0,2,10,11,15,2,0,0,3,1,0,0,14,4,0,0,10,13,7,2,12,4,0,0,0,7,14,16,10,0,0
1000,digit_1,0,0,1,14,2,0,0,0,0,0,0,16,5,0,0,0,0,0,0,14,10,0,0,0,0,0,0,11,16,1,0,0,0,0,0,3,14,6,0,0,0,0,0,0,8,12,0,0,0,0,10,14,13,16,8,3,0,0,2,11,12,15,16,15
1001,digit_4,0,0,0,1,15,2,0,0,0,0,0,5,15,0,4,0,0,0,0,13,8,1,16,3,0,0,5,15,2,5,15,0,0,5,15,16,16,16,8,0,0,14,12,12,14,16,2,0,0,0,0,0,12,12,0,0,0,0,0,2,16,5,0,0
1002,digit_0,0,0,6,16,12,1,0,0,0,3,16,5,9,13,0,0,0,5,12,0,0,12,6,0,0,8,14,2,0,7,8,0,0,7,12,2,0,4,8,0,0,4,12,0,0,9,7,0,0,3,16,5,7,14,2,0,0,0,7,16,13,3,0,0
1003,digit_5,0,3,10,11,12,12,6,0,0,8,14,11,8,8,4,0,0,8,10,7,3,0,0,0,0,8,16,14,15,4,0,0,0,2,2,0,6,9,0,0,0,0,0,0,4,12,0,0,0,1,8,4,10,10,0,0,0,2,15,16,13,2,0,0
1004,digit_3,0,0,14,16,15,3,0,0,0,0,6,5,13,8,0,0,0,0,0,8,16,5,0,0,0,0,0,11,16,10,0,0,0,1,3,0,4,15,8,0,0,6,15,0,0,9,15,0,0,5,16,5,6,14,14,0,0,1,11,16,16,14,2,0
1005,digit_6,0,0,2,14,5,0,0,0,0,0,9,12,0,0,0,0,0,1,15,1,0,0,0,0,0,3,15,0,0,0,0,0,0,6,16,16,16,13,1,0,0,2,16,8,4,7,11,0,0,0,12,11,1,8,11,0,0,0,3,12,16,15,4,0
1006,digit_9,0,1,12,16,10,1,0,0,0,8,12,3,11,8,0,0,0,12,13,6,12,8,0,0,0,3,15,16,16,16,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,6,11,0,0,0,13,0,0,5,12,0,0,0,12,16,16,16,8,0
1007,digit_6,0,0,0,12,4,0,0,0,0,0,6,14,1,0,0,0,0,0,14,2,0,0,0,0,0,2,14,1,4,2,0,0,0,4,16,15,12,15,5,0,0,3,16,6,0,5,11,0,0,0,9,11,4,13,5,0,0,0,1,11,16,9,0,0
1008,digit_1,0,0,11,10,0,0,0,0,0,0,11,15,0,0,0,0,0,0,11,16,5,0,0,0,0,0,13,16,11,0,0,0,0,0,2,7,16,2,0,0,0,0,0,2,14,6,0,0,0,0,6,10,15,13,8,3,0,0,8,16,16,16,16,12
1009,digit_7,0,0,4,15,16,13,13,10,0,0,12,13,10,15,14,2,0,2,16,6,2,14,6,0,0,1,5,0,9,11,0,0,0,0,7,12,16,14,6,0,0,0,8,15,15,11,2,0,0,0,2,16,8,0,0,0,0,0,7,15,4,0,0,0
1010,digit_5,0,0,9,12,12,12,6,0,0,1,14,6,4,4,2,0,0,4,15,12,9,1,0,0,0,4,15,8,11,11,0,0,0,0,1,0,0,14,4,0,0,0,0,0,0,10,8,0,0,0,10,1,0,8,8,0,0,0,9,16,16,15,4,0
1011,digit_4,0,0,0,6,16,0,0,0,0,0,0,12,13,0,0,0,0,0,5,15,3,6,15,0,0,1,14,11,0,13,13,0,0,10,16,13,12,16,5,0,0,11,12,12,16,14,2,0,0,0,0,3,16,9,0,0,0,0,0,8,16,3,0,0
1012,digit_4,0,0,0,9,13,0,0,0,0,0,2,16,8,0,7,1,0,0,10,13,1,6,16,5,0,6,16,11,8,14,15,0,0,13,16,16,16,16,9,0,0,2,2,0,11,16,1,0,0,0,0,4,16,7,0,0,0,0,0,9,15,2,0,0
1013,digit_7,0,0,6,16,16,16,12,0,0,0,13,10,8,16,5,0,0,1,15,1,9,12,0,0,0,0,4,0,13,7,0,0,0,0,10,16,16,16,9,0,0,0,7,14,12,8,3,0,0,0,3,15,5,0,0,0,0,0,8,15,0,0,0,0
1014,digit_2,0,0,8,12,5,0,0,0,0,3,16,8,12,1,0,0,0,0,14,0,12,3,0,0,0,0,3,0,12,3,0,0,0,0,0,3,14,0,0,0,0,0,0,5,12,0,0,0,0,0,5,16,6,4,4,0,0,0,14,16,16,16,14,0
1015,digit_8,0,0,10,16,8,0,0,0,0,7,13,4,14,7,0,0,0,7,13,2,7,8,0,0,0,0,7,16,16,5,0,0,0,1,12,13,15,6,0,0,0,3,16,2,4,13,6,0,0,4,16,4,1,11,12,0,0,0,7,15,16,14,2,0
1016,digit_2,0,0,9,16,7,0,0,0,0,0,14,13,16,2,0,0,0,0,7,9,15,8,0,0,0,0,0,1,13,9,0,0,0,0,0,0,14,7,0,0,0,0,0,4,16,5,0,0,0,0,7,16,16,8,6,0,0,0,9,15,12,16,16,9
1017,digit_2,0,3,15,16,8,0,0,0,0,9,16,11,15,2,0,0,0,11,10,4,16,2,0,0,0,2,4,6,16,1,0,0,0,0,0,10,13,0,0,0,0,0,2,14,13,0,0,0,0,3,16,16,16,16,13,1,0,3,16,12,8,12,11,1
1018,digit_5,0,0,7,12,13,4,0,0,0,0,16,6,6,2,0,0,0,4,13,7,8,2,0,0,0,7,16,10,10,14,1,0,0,2,2,0,0,10,6,0,0,0,0,0,0,8,8,0,0,0,11,1,0,10,8,0,0,0,8,15,15,15,2,0
1019,digit_7,0,0,4,16,8,11,7,0,0,0,10,16,15,16,6,0,0,3,16,4,6,15,0,0,0,3,8,0,13,8,0,0,0,0,6,16,16,13,6,0,0,0,3,14,13,9,3,0,0,0,0,14,6,0,0,0,0,0,4,15,2,0,0,0
1020,digit_9,0,0,6,12,13,2,0,0,0,3,16,6,1,15,0,0,0,5,16,13,12,16,2,0,0,2,13,16,12,15,4,0,0,0,0,0,0,8,8,0,0,0,1,0,0,8,8,0,0,3,16,2,0,10,7,0,0,0,5,11,16,13,1,0
1021,digit_5,0,2,16,16,16,16,4,0,0,4,16,6,8,7,1,0,0,4,16,7,2,0,0,0,0,4,16,16,16,6,0,0,0,0,5,4,10,15,0,0,0,0,0,0,1,14,6,0,0,2,14,4,4,16,8,0,0,3,13,16,16,15,1,0
1022,digit_4,0,0,0,9,13,0,6,8,0,0,3,15,3,0,15,9,0,1,13,12,4,7,15,3,0,7,16,16,16,16,10,0,0,6,12,10,14,14,2,0,0,0,0,0,13,10,0,0,0,0,0,6,16,2,0,0,0,0,0,12,11,0,0,0
1023,digit_4,0,0,0,10,9,0,0,0,0,0,5,15,0,0,9,5,0,0,14,10,0,7,16,4,0,5,16,7,5,16,6,0,0,11,16,16,16,14,0,0,0,3,4,11,16,8,0,0,0,0,0,7,16,2,0,0,0,0,0,12,12,0,0,0
1024,digit_9,0,0,11,14,5,0,0,0,0,6,12,4,13,4,0,0,0,10,10,0,4,14,0,0,0,7,13,5,13,16,2,0,0,1,10,12,12,14,8,0,0,0,0,0,0,7,12,0,0,0,1,0,0,1,15,0,0,0,11,8,4,5,16,1
1025,digit_0,0,0,9,13,16,5,0,0,0,3,16,8,4,13,0,0,0,6,10,1,0,9,2,0,0,5,4,0,0,4,8,0,0,8,4,0,0,4,8,0,0,6,6,0,0,4,9,0,0,0,13,2,0,7,8,0,0,0,8,12,13,15,2,0
1026,digit_8,0,0,2,11,14,8,1,0,0,3,14,9,8,13,4,0,0,6,11,1,4,14,1,0,0,0,9,14,15,6,0,0,0,0,0,12,14,10,0,0,0,0,4,12,2,13,5,0,0,0,4,11,1,11,8,0,0,0,1,9,16,14,2,0
1027,digit_9,0,1,11,13,10,1,0,0,0,8,12,3,13,10,0,0,0,8,11,2,11,16,1,0,0,1,15,16,16,16,2,0,0,0,2,8,3,9,6,0,0,0,0,0,0,7,9,0,0,2,12,3,0,9,12,0,0,1,9,15,16,13,3,0
1028,digit_8,0,0,8,16,15,6,0,0,0,5,14,4,4,15,0,0,0,6,13,0,1,15,2,0,0,1,11,11,13,10,0,0,0,0,1,16,16,3,0,0,0,0,12,9,5,13,2,0,0,0,16,2,1,13,8,0,0,0,8,15,16,14,1,0
1029,digit_0,0,0,3,12,12,2,0,0,0,0,11,10,7,14,2,0,0,0,11,1,0,8,4,0,0,2,14,2,0,5,7,0,0,8,9,0,0,6,8,0,0,3,13,0,0,12,7,0,0,0,15,6,11,12,0,0,0,0,4,15,11,1,0,0
1030,digit_1,0,0,5,12,12,9,3,0,0,0,8,16,16,16,4,0,0,0,9,16,16,14,1,0,0,0,11,16,16,12,0,0,0,0,12,16,16,12,0,0,0,0,11,16,16,12,0,0,0,0,4,16,16,12,0,0,0,0,6,12,12,6,0,0
1031,digit_2,0,1,15,16,4,0,0,0,0,9,16,11,14,0,0,0,0,12,10,5,16,0,0,0,0,4,7,8,13,0,0,0,0,0,1,15,6,0,0,0,0,0,5,16,2,0,0,0,0,4,15,14,10,11,12,1,0,0,13,16,16,15,11,1
1032,digit_3,0,0,6,12,13,9,0,0,0,7,14,6,7,16,3,0,0,4,6,5,14,6,0,0,0,0,0,12,14,4,0,0,0,0,0,0,3,14,2,0,0,0,0,0,0,9,7,0,0,0,3,1,0,9,8,0,0,0,5,14,12,13,2,0
1033,digit_4,0,0,0,8,14,0,0,0,0,0,5,16,7,1,9,3,0,2,15,12,0,13,16,4,0,9,16,10,10,16,11,0,0,4,15,16,16,14,1,0,0,0,0,1,15,9,0,0,0,0,0,5,16,3,0,0,0,0,0,11,14,0,0,0
1034,digit_5,0,1,8,15,16,16,9,0,0,8,16,12,8,8,5,0,0,8,14,7,0,0,0,0,0,9,16,16,12,0,0,0,0,8,13,8,16,3,0,0,0,0,0,1,16,4,0,0,0,0,0,8,15,1,0,0,0,0,12,15,5,0,0,0
1035,digit_6,0,0,5,13,1,0,0,0,0,0,12,13,1,0,0,0,0,0,16,3,0,0,0,0,0,3,16,0,0,0,0,0,0,3,16,16,14,9,0,0,0,2,16,8,3,8,9,0,0,0,14,2,0,3,16,1,0,0,6,15,16,14,5,0
1036,digit_7,0,0,6,12,10,14,8,0,0,0,15,14,13,16,3,0,0,1,12,0,9,11,0,0,0,0,0,4,16,8,2,0,0,0,9,16,16,16,9,0,0,0,2,15,6,0,0,0,0,0,3,15,1,0,0,0,0,0,8,11,0,0,0,0
1037,digit_8,0,0,7,15,16,8,0,0,0,0,16,7,6,15,3,0,0,4,16,0,7,13,4,0,0,0,16,2,8,14,8,0,0,0,12,14,14,7,0,0,0,0,9,16,6,0,0,0,0,0,11,3,14,2,0,0,0,0,5,11,10,10,0,0
1038,digit_9,0,1,11,16,11,1,0,0,0,6,11,16,16,7,0,0,0,1,2,9,16,11,0,0,0,2,14,12,16,12,0,0,0,0,3,8,4,13,4,0,0,0,0,0,0,10,8,0,0,0,4,12,16,14,6,0,0,0,14,8,4,0,0,0
1039,digit_0,0,0,2,14,9,1,0,0,0,1,12,12,11,8,0,0,0,4,14,1,0,13,3,0,0,8,13,0,0,10,6,0,0,5,16,1,0,8,9,0,0,0,16,0,0,11,9,0,0,0,13,11,10,15,4,0,0,0,3,15,16,5,0,0
1040,digit_1,0,0,6,10,8,3,0,0,0,0,6,16,16,9,0,0,0,0,9,16,16,6,0,0,0,0,7,16,16,10,0,0,0,0,11,16,16,8,0,0,0,0,7,16,16,9,0,0,0,0,10,16,16,6,0,0,0,0,4,9,12,11,2,0
1041,digit_2,0,0,8,15,15,2,0,0,0,2,16,13,12,10,0,0,0,3,15,1,9,11,0,0,0,0,0,1,15,8,0,0,0,0,0,10,13,1,0,0,0,0,8,16,7,0,0,0,0,6,16,16,13,7,6,1,0,0,7,5,12,16,15,2
1042,digit_3,0,0,7,13,16,5,0,0,0,6,15,7,6,14,0,0,0,9,5,1,10,9,0,0,0,0,0,8,16,5,0,0,0,0,0,1,6,15,1,0,0,0,0,0,0,1,12,0,0,0,4,5,2,5,13,0,0,0,6,12,16,14,5,0
1043,digit_4,0,0,0,6,15,1,0,0,0,0,5,16,10,0,8,6,0,2,16,11,0,9,16,6,0,8,16,14,14,16,13,1,0,6,12,12,12,16,3,0,0,0,0,0,13,11,0,0,0,0,0,6,16,5,0,0,0,0,0,10,14,0,0,0
1044,digit_5,0,1,7,15,16,16,14,0,0,10,16,11,6,3,1,0,0,7,16,16,12,0,0,0,0,8,16,12,16,4,0,0,0,1,4,0,13,8,0,0,0,0,0,0,15,8,0,0,0,0,0,7,16,2,0,0,0,0,13,15,5,0,0,0
1045,digit_6,0,0,2,12,1,0,0,0,0,0,11,12,0,0,0,0,0,2,16,4,0,0,0,0,0,6,16,10,10,5,0,0,0,5,16,15,12,14,6,0,0,4,16,3,0,8,12,0,0,0,14,9,4,11,13,0,0,0,3,14,16,12,3,0
1046,digit_7,0,0,3,15,16,16,12,0,0,0,12,12,7,16,6,0,0,4,12,0,9,13,0,0,0,0,1,1,13,7,0,0,0,0,8,13,16,16,6,0,0,0,12,15,12,6,1,0,0,0,0,15,5,0,0,0,0,0,3,16,2,0,0,0
1047,digit_8,0,0,14,16,8,0,0,0,0,0,16,4,13,8,8,0,0,0,12,7,12,14,5,0,0,0,4,15,16,5,0,0,0,0,0,14,14,0,0,0,0,0,8,10,11,2,0,0,0,0,13,0,12,3,0,0,0,0,14,15,12,1,0,0
1048,digit_9,0,0,12,15,13,2,0,0,0,1,16,5,5,13,0,0,0,1,7,13,0,8,4,0,0,6,11,13,13,15,4,0,0,1,9,12,12,13,1,0,0,0,0,0,0,11,6,0,0,0,0,0,0,5,14,0,0,0,10,13,12,15,6,0
1049,digit_0,0,0,3,12,7,0,0,0,0,0,14,12,12,4,0,0,0,2,14,0,1,13,0,0,0,1,12,0,0,7,5,0,0,2,13,0,0,2,10,0,0,0,15,3,0,3,14,0,0,0,7,12,8,11,12,0,0,0,2,11,16,11,2,0
